Id,SalePrice
1461,118164.43267420637
1462,152756.7843740363
1463,185112.14767736525
1464,200887.04523620819
1465,189962.56763005178
1466,165712.5728326017
1467,171432.1215172058
1468,159510.80598305006
1469,191811.09283739596
1470,115169.2235234454
1471,183392.99475240498
1472,95081.91047761173
1473,94725.83697847083
1474,143489.19090080113
1475,102814.51120145377
1476,368912.6173383946
1477,248812.51751310535
1478,288302.9412282128
1479,286326.7043246317
1480,503733.9888375661
1481,328742.5010222062
1482,209637.34937657992
1483,178773.759787972
1484,159443.3449100312
1485,193290.302520331
1486,192240.0280535926
1487,337219.76380331826
1488,235220.96979876814
1489,190867.5317685063
1490,236911.76828200306
1491,191471.07038722854
1492,91453.5268042759
1493,186032.17195684364
1494,282821.2290117139
1495,281230.8764915913
1496,229241.74818362627
1497,175009.03972402602
1498,167623.72254678368
1499,159039.04913936887
1500,151697.99535007778
1501,176262.6730013999
1502,144317.86886452098
1503,295106.84039977327
1504,239285.93126942328
1505,219717.60244526708
1506,193298.17912052228
1507,245151.15840999992
1508,201142.9947343403
1509,156699.00698597476
1510,144391.00747823986
1511,154947.5957706828
1512,174917.4487679567
1513,146014.62688773483
1514,156336.84878984763
1515,192732.17637577115
1516,155289.62735851717
1517,176768.03229704275
1518,131021.25298859138
1519,210540.1595434936
1520,124300.73422577653
1521,128961.98463625611
1522,178733.7945052424
1523,109930.03649410594
1524,122753.5744828004
1525,116463.86317726337
1526,109281.991153999
1527,106261.35705392787
1528,136813.87817685062
1529,149816.40124130354
1530,185549.99866759108
1531,104935.02372783261
1532,96715.98332341874
1533,148322.76568221618
1534,124841.21019032285
1535,148284.92701812356
1536,110417.51211107757
1537,56239.195172202715
1538,149456.95240886134
1539,184588.95330684417
1540,89687.98887669283
1541,142659.1950046232
1542,145644.00855087567
1543,184984.87157784816
1544,86616.86756174784
1545,114244.88016301222
1546,133500.166894012
1547,130892.73595866608
1548,136042.76510617754
1549,116662.75168938239
1550,133525.90625890667
1551,108129.10702677349
1552,130856.08684593083
1553,146173.59146403038
1554,112096.79464421287
1555,164333.3643559528
1556,81180.32142250215
1557,107960.98981895024
1558,103418.13938572085
1559,64273.17617008101
1560,125642.56407437788
1561,121844.24924697661
1562,130437.91091798866
1563,116713.75655932157
1564,157181.1851547026
1565,148756.68512798595
1566,237105.94783970373
1567,76548.73533732105
1568,234512.41956996435
1569,132531.62273609373
1570,136945.43542919238
1571,119493.79094775874
1572,144950.7000823262
1573,244194.2540102157
1574,118090.34164429648
1575,232757.1815924854
1576,250665.3659463016
1577,180952.15386936514
1578,141440.08135801114
1579,147060.69303793725
1580,197822.16979689954
1581,151112.45048610668
1582,118736.15394805167
1583,301645.9951662578
1584,216763.1372497444
1585,135032.96629289674
1586,70455.18599055987
1587,106289.5429141982
1588,151264.87242469165
1589,98986.52342482329
1590,132453.3445313363
1591,92395.09415559075
1592,121463.823240749
1593,126184.47196691995
1594,118514.43416641225
1595,97850.68713185188
1596,213594.15044282877
1597,192394.40324255163
1598,225722.398239106
1599,168606.3114783391
1600,162376.73858371715
1601,64813.61185643513
1602,115026.81457213475
1603,78224.06186220386
1604,261629.80521656162
1605,245267.05979071534
1606,163459.28392806728
1607,179091.9211098531
1608,222376.49187496724
1609,180339.56170421472
1610,147382.14270163546
1611,135252.87480505445
1612,170900.4542968836
1613,167563.01074204582
1614,123437.74596001636
1615,93764.39726787669
1616,79444.8684860664
1617,95471.91764141338
1618,123110.51843040531
1619,133086.0306176793
1620,143405.39436306566
1621,135180.15161295762
1622,138028.2044277648
1623,259845.163854668
1624,214713.07076112548
1625,116283.28691726545
1626,175428.00936688847
1627,196965.16639839933
1628,278406.5980155914
1629,178166.18901714572
1630,344498.8561229188
1631,224006.77588234757
1632,248782.8090794114
1633,175960.0658977631
1634,187895.78302359793
1635,170546.22725629807
1636,146212.65923847206
1637,199067.82240073528
1638,173994.46438221663
1639,186468.4890222586
1640,248057.35716912692
1641,178557.87585682273
1642,242254.0206092378
1643,213089.7922372564
1644,232605.8496566501
1645,198453.0621859812
1646,160111.12350641598
1647,158706.5098090357
1648,126491.91533304579
1649,139538.46618242617
1650,110993.77563790757
1651,118775.03674749065
1652,96583.47734661115
1653,100484.64380000842
1654,141668.0787222878
1655,125759.06697380645
1656,135599.98930052473
1657,146008.04949311964
1658,145148.14020249512
1659,112282.74896269546
