Id,SalePrice
1461,122366.08625833243
1462,161315.94840004624
1463,194376.91165736842
1464,201216.04441737942
1465,185987.19880305143
1466,171796.82396647148
1467,175852.55912384126
1468,161122.6137136242
1469,192821.73273452802
1470,131622.75530039077
1471,172453.7898444868
1472,97382.64640614993
1473,101037.21881141074
1474,145940.8286453584
1475,108907.82830331688
1476,377535.4773150006
1477,264945.69158422685
1478,286332.2797576453
1479,299442.0031634551
1480,475267.3254375709
1481,340846.987220717
1482,209020.92714583597
1483,181345.41648527826
1484,162509.64406850096
1485,188929.6238055374
1486,193729.79611766472
1487,334334.71799878933
1488,242459.7385024258
1489,210661.52736683274
1490,239015.9810596178
1491,194495.8736318418
1492,93721.5316296576
1493,195510.04741397215
1494,292340.80655076366
1495,288308.1342643923
1496,231599.79484397583
1497,180807.33992494422
1498,170433.0877569971
1499,163666.00510042818
1500,162449.77608626115
1501,190001.8807730358
1502,142925.9004010236
1503,276405.2258229715
1504,238003.03534820522
1505,221611.76404276563
1506,198804.6263691198
1507,253072.79563175514
1508,198474.92984871054
1509,164337.52322077152
1510,153406.2959110777
1511,149298.53315696164
1512,175669.8376158923
1513,153847.8575106799
1514,167178.10257666808
1515,191644.27211246477
1516,151359.79900557574
1517,169744.9959288842
1518,119790.44869489588
1519,219827.7983030388
1520,131510.19372362396
1521,136464.92887561297
1522,179842.36077396176
1523,111180.98774142304
1524,128670.37602100821
1525,122323.65844219601
1526,113980.42643206136
1527,111157.19258545982
1528,132102.21941877465
1529,153544.3731415708
1530,180603.19022253543
1531,109412.46278895093
1532,91940.77783080134
1533,139731.0085555623
1534,117489.2160897423
1535,153275.60424262448
1536,108579.5362319083
1537,61550.74422146675
1538,163874.66442650434
1539,205931.66914520937
1540,103966.96725260494
1541,146930.85234594368
1542,138255.3895650843
1543,193639.66917022783
1544,84165.26463230365
1545,113156.4382861043
1546,130766.53965965456
1547,129547.21693402073
1548,137042.31284147504
1549,114091.224414045
1550,131598.71492730826
1551,105322.4534043772
1552,141451.17320109688
1553,147574.32617945762
1554,117698.87630433409
1555,163820.57104723222
1556,87028.76648407153
1557,105163.1300602334
1558,103155.38540683794
1559,77956.88674531187
1560,122070.08863280225
1561,145970.46891529666
1562,131794.0927837182
1563,123260.26910274745
1564,156717.80495433108
1565,154628.85360521055
1566,250102.61577643728
1567,82462.84508467707
1568,237090.2529411242
1569,131042.16067969696
1570,139607.1679085405
1571,116881.89501474763
1572,141488.58217869163
1573,256577.5541138742
1574,121419.2847849688
1575,237422.87689447898
1576,260970.0633617349
1577,190286.95691090316
1578,146193.92573201843
1579,148869.09254825636
1580,193500.14785989816
1581,152325.34448097937
1582,130033.86622060709
1583,291499.07651073375
1584,213307.81862985546
1585,141346.79494391585
1586,70237.56844920685
1587,111295.9892140195
1588,156272.86999610343
1589,103902.4781439919
1590,131159.30963514457
1591,92051.89157657414
1592,120311.00665868324
1593,132913.6451789262
1594,122406.60246699679
1595,95906.17971230698
1596,206175.808110449
