Id,SalePrice
1461,127412.35
1462,163881.75
1463,196344.4
1464,193683.81
1465,192275.72
1466,173691.47
1467,171820.2
1468,167086.47
1469,192357.88
1470,127631.5
1471,192428.34
1472,95321.05
1473,98704.89
1474,152625.22
1475,121276.81
1476,406000.1
1477,253029.69
1478,283983.25
1479,278722.72
1480,526854.06
1481,331057.56
1482,208047.27
1483,160941.88
1484,165065.69
1485,173041.36
1486,196389.34
1487,346227.16
1488,238209.94
1489,212498.72
1490,229995.97
1491,186648.12
1492,91907.234
1493,190002.47
1494,290782.88
1495,294461.78
1496,242090.92
1497,182792.39
1498,158079.47
1499,153725.92
1500,147989.94
1501,179364.75
1502,145581.38
1503,319161.7
1504,248043.36
1505,233894.1
1506,179031.5
1507,251710.53
1508,206163.4
1509,163623.61
1510,146307.5
1511,147701.17
1512,173130.0
1513,145789.78
1514,168478.25
1515,193655.72
1516,154468.06
1517,162284.62
1518,136364.16
1519,213836.19
1520,135853.5
1521,135577.3
1522,174142.1
1523,116040.83
1524,123650.17
1525,124928.17
1526,119259.78
1527,110651.62
1528,137302.28
1529,149811.81
1530,178413.64
1531,101964.58
1532,92347.06
1533,146678.28
1534,120986.85
1535,156116.69
1536,109675.5
1537,66205.664
1538,168780.25
1539,176230.14
1540,86385.664
1541,147798.81
1542,141401.06
1543,193008.02
1544,74568.1
1545,108006.44
1546,131286.75
1547,131645.58
1548,134408.98
1549,112446.36
1550,140129.77
1551,122642.05
1552,145012.97
1553,151622.88
1554,112091.21
1555,158121.25
1556,85233.52
1557,116906.8
1558,94373.91
1559,68124.414
1560,135042.42
1561,133440.48
1562,127457.805
1563,118916.12
1564,153958.61
1565,150453.69
1566,211242.14
1567,75833.31
1568,225251.84
1569,127024.23
1570,143827.12
1571,123715.984
1572,147081.42
1573,256427.48
1574,113805.81
1575,225840.36
1576,238471.56
1577,195456.23
1578,145646.78
1579,148296.1
1580,199263.0
1581,143912.33
1582,127711.25
1583,326228.8
1584,233324.88
1585,139939.72
1586,77043.41
1587,96047.5
1588,156696.78
1589,97346.75
1590,135067.4
1591,99333.24
1592,115414.055
1593,134209.05
1594,134566.11
1595,116540.56
1596,229259.5
1597,192218.33
1598,199352.9
1599,172770.6
1600,174045.81
1601,65858.11
1602,115977.766
1603,78598.49
1604,273404.7
1605,248879.8
1606,169008.17
1607,155471.86
1608,194858.06
1609,194103.56
1610,152950.73
1611,129614.72
1612,168541.88
1613,157747.4
1614,122184.19
1615,83764.97
1616,72007.87
1617,91390.766
1618,122667.55
1619,141814.58
1620,157299.88
