Id,SalePrice
1461,120265.25946626939
1462,157036.3663870413
1463,189744.52966736682
1464,201051.5448267938
1465,187974.8832165516
1466,168754.6983995366
1467,173642.34032052354
1468,160316.7098483371
1469,192316.41278596202
1470,123395.98941191807
1471,177923.39229844586
1472,96232.27844188083
1473,97881.52789494078
1474,144715.00977307977
1475,105861.16975238532
1476,373224.0473266976
1477,256879.1045486661
1478,287317.61049292906
1479,292884.3537440434
1480,489500.6571375685
1481,334794.74412146164
1482,209329.13826120796
1483,180059.58813662513
1484,160976.49448926607
1485,191109.9631629342
1486,192984.91208562866
1487,335777.24090105377
1488,238840.35415059695
1489,200764.5295676695
1490,237963.87467081042
1491,192983.47200953515
1492,92587.52921696674
1493,190771.1096854079
1494,287581.0177812388
1495,284769.5053779918
1496,230420.77151380107
1497,177908.18982448513
1498,169028.40515189042
1499,161352.52711989853
1500,157073.88571816945
1501,183132.27688721783
1502,143621.8846327723
1503,285756.0331113724
1504,238644.48330881423
1505,220664.68324401637
1506,196051.40274482104
1507,249111.97702087753
1508,199808.96229152541
1509,160518.26510337315
1510,148898.65169465877
1511,152123.06446382223
1512,175293.6431919245
1513,149931.24219920737
1514,161757.47568325786
1515,192188.22424411797
1516,153324.71318204643
1517,173256.51411296346
1518,125405.85084174362
1519,215183.97892326617
1520,127905.46397470022
1521,132713.45675593455
1522,179288.07763960207
1523,110555.51211776449
1524,125711.9752519043
1525,119393.76080972968
1526,111631.20879303018
1527,108709.27481969385
1528,134458.04879781263
1529,151680.38719143718
1530,183076.59444506327
1531,107173.74325839175
1532,94328.38057711002
1533,144026.88711888925
1534,121165.21314003257
1535,150780.26563037402
1536,109498.52417149293
1537,58894.969696834734
1538,156665.80841768283
1539,195260.31122602674
1540,96827.4780646489
1541,144795.02367528345
1542,141949.69905797997
1543,189312.27037403802
1544,85391.06609702574
1545,113700.65922455827
1546,132133.35327683325
1547,130219.9764463434
1548,136542.53897382633
1549,115376.9880517137
1550,132562.31059310745
1551,106725.78021557533
1552,136153.63002351386
1553,146873.95882174402
1554,114897.83547427348
1555,164076.9677015925
1556,84104.54395328683
1557,106562.05993959181
1558,103286.76239627939
1559,71115.03145769644
1560,123856.32635359006
1561,133907.35908113662
1562,131116.00185085344
1563,119987.01283103449
1564,156949.49505451682
1565,151692.76936659825
1566,243604.2818080705
1567,79505.79021099905
1568,235801.33625554427
1569,131786.89170789535
1570,138276.30166886645
1571,118187.8429812532
1572,143219.6411305089
1573,250385.90406204495
1574,119754.81321463265
1575,235090.02924348216
1576,255817.71465401823
1577,185619.5553901342
1578,143817.0035450148
1579,147964.8927930968
1580,195661.15882839885
1581,151718.89748354303
1582,124385.01008432938
1583,296572.53583849577
1584,215035.47793979995
1585,138189.88061840629
1586,70346.37721988335
1587,108792.76606410884
1588,153768.87121039757
1589,101444.50078440759
1590,131806.32708324044
1591,92223.49286608245
1592,120887.41494971613
1593,129549.05857292307
1594,120460.51831670452
1595,96878.43342207943
1596,209884.9792766389
1597,191580.50246282993
1598,231150.72441016356
1599,169507.88117005868
1600,160533.52557021094
1601,67518.6526802841
1602,115661.88612841329
1603,84219.3191699349
1604,258773.1012491808
1605,245199.7788034011
1606,162874.93367675738
1607,168255.3911013374
1608,221663.6418324959
1609,180942.82384523418
1610,151707.2472301597
1611,135543.1875827164
1612,173758.26001562254
1613,167342.08909750113
1614,120341.55460487882
1615,92653.96854473255
1616,78837.6843444485
1617,94201.7714336817
1618,124244.8133006429
1619,139556.12128125245
1620,148129.82322329713
1621,138418.89913220395
1622,139474.94145409885
1623,259733.00585983507
1624,215700.69682626918
1625,116860.39676173526
1626,173481.64192779938
1627,196053.20590314758
1628,284991.6266718196
1629,182235.34990424477
