Id,SalePrice
1461,117467.76892568926
1462,152183.80923394102
1463,185964.91227306498
1464,200917.8076208693
1465,188577.04641377827
1466,167063.74902031146
1467,174116.0354615624
1468,160737.8265247309
1469,193180.30341454613
1470,115617.61364044645
1471,182811.91583896402
1472,96023.80485111703
1473,95161.07326298422
1474,143830.41981471563
1475,105583.58850344757
1476,371212.949579875
1477,246967.042821361
1478,285175.5800734342
1479,285256.8972927574
1480,484989.9065317284
1481,326338.6494335402
1482,208831.67898134416
1483,180489.29435939467
1484,161460.68670634052
1485,190898.3261108212
1486,192962.09327258106
1487,329730.6720085382
1488,236493.41092726108
1489,193885.8911147071
1490,243551.44644757302
1491,193547.41946093243
1492,91936.42092809381
1493,188705.81443371496
1494,282009.11888846144
1495,278687.20063613134
1496,231640.29834833523
1497,176058.26928643623
1498,168343.62208161023
1499,160981.74675115643
1500,153290.05378564587
1501,180617.9129913097
1502,144762.4861173345
1503,292263.410828748
1504,238890.37679847179
1505,221872.45379869203
1506,190215.28449309256
1507,250679.45367486402
1508,202024.94463473785
1509,157348.48782233495
1510,145505.2874842807
1511,157678.02172430724
1512,174282.29597740213
1513,150216.20518189372
1514,155633.1681532193
1515,199988.38537078828
1516,157322.87660106993
1517,177601.0674844205
1518,129060.4914130319
1519,213531.91613810504
1520,125564.21455996961
1521,130877.30689773968
1522,181311.7192303189
1523,109775.28052774732
1524,123917.39649252713
1525,117726.8690269811
1526,108696.34509277064
1527,106837.22520723057
1528,137581.31903331308
1529,150500.9556491539
1530,188952.5516438583
1531,105573.6552375166
1532,97528.94209556727
1533,146159.70081035246
1534,124878.73092742864
1535,150232.93135554864
1536,109686.03063981414
1537,55284.33527557333
1538,146954.39363353513
1539,183396.83207862126
1540,93856.45265972505
1541,138773.53242915525
1542,145362.84516021676
1543,184883.6722884414
1544,86822.27155534676
1545,115574.53639682772
1546,131369.81892490239
1547,130775.6816335792
1548,135571.49205960415
1549,116872.88757517596
1550,134423.26585836307
1551,109751.85211177236
1552,131677.94036249619
1553,145198.79963651148
1554,112638.74593270778
1555,165126.12751399947
1556,82028.19271151905
1557,107465.3547042124
1558,103310.67785794934
1559,66710.54176883237
1560,127129.24106987812
1561,121725.33863117888
1562,130862.26740834686
1563,119247.28248888638
1564,156291.11675737207
1565,147985.21503909386
1566,236356.46434141207
1567,78046.68716756969
1568,236660.71474758146
1569,129697.45483045073
